Game,Owners,Price,_id,developer,genre,release date,reviews
BeamNG.drive,"2,000,000 - 5,000,000",24.99,60c18ad2d47d95d95a206e83,BeamNG,"Racing,Simulation,Early Access",2015-05-29T00:00:00.000Z, 89% 
DCS World Steam Edition,"2,000,000 - 5,000,000",0,60c18ad2d47d95d95a206e84,Eagle Dynamics SA,"Free to Play,Simulation",2013-03-18T00:00:00.000Z, 76% 
Forager,"500,000 - 1,000,000",19.99,60c18ad2d47d95d95a206e85,HopFrog,"Action,Adventure,Indie,Simulation",2019-04-18T00:00:00.000Z, 87% 
Albion Online,"1,000,000 - 2,000,000",0,60c18ad2d47d95d95a206e86,Sandbox Interactive GmbH,"Free to Play,Massively Multiplayer,RPG",2017-07-17T00:00:00.000Z, 54% 
Car Mechanic Simulator 2018,"1,000,000 - 2,000,000",19.99,60c18ad2d47d95d95a206e87,Red Dot Games,"Racing,Simulation",2017-07-28T00:00:00.000Z, 76% 
Pavlov VR,"1,000,000 - 2,000,000",9.99,60c18ad2d47d95d95a206e88,davevillz,"Action,Indie,Early Access",2017-02-27T00:00:00.000Z, 89% 
Left 4 Dead 2,"20,000,000 - 50,000,000",9.99,60c18ad2d47d95d95a206e89,Valve,Action,2009-11-16T00:00:00.000Z, 96% 
Yu-Gi-Oh! Duel Links,"2,000,000 - 5,000,000",0,60c18ad2d47d95d95a206e8a,Konami Digital Entertainment,"Free to Play,Strategy",2017-11-16T00:00:00.000Z, 75% 
Wreckfest,"1,000,000 - 2,000,000",44.99,60c18ad2d47d95d95a206e8b,Bugbear,"Action,Indie,Racing,Simulation,Sports",2018-06-14T00:00:00.000Z, 77% 
"Conqueror's Blade","2,000,000 - 5,000,000",0,60c18ad2d47d95d95a206e8c,Booming Games,"Action,Free to Play,Massively Multiplayer,Strategy",2019-05-30T00:00:00.000Z, 46% 
Kenshi,"1,000,000 - 2,000,000",29.99,60c18ad2d47d95d95a206e8d,Lo-Fi Games,"Action,Indie,RPG,Simulation,Strategy",2018-12-06T00:00:00.000Z, 88% 
Crossout,"2,000,000 - 5,000,000",0,60c18ad2d47d95d95a206e8e,Targem Games,"Action,Free to Play,Massively Multiplayer,Racing",2017-07-26T00:00:00.000Z, 66% 
Subnautica,"2,000,000 - 5,000,000",24.99,60c18ad2d47d95d95a206e8f,Unknown Worlds Entertainment,"Adventure,Indie",2018-01-23T00:00:00.000Z, 94% 
Wallpaper Engine,"10,000,000 - 20,000,000",3.99,60c18ad2d47d95d95a206e90,Kristjan Skutta,"Animation & Modeling,Design & Illustration,Utilities",2018-11-16T00:00:00.000Z, 96% 
Subnautica: Below Zero,"1,000,000 - 2,000,000",19.99,60c18ad2d47d95d95a206e91,Unknown Worlds Entertainment,"Adventure,Indie,Early Access",2019-01-30T00:00:00.000Z, 89% 
7 Days to Die,"5,000,000 - 10,000,000",24.99,60c18ad2d47d95d95a206e92,The Fun Pimps,"Action,Adventure,Indie,RPG,Simulation,Strategy,Early Access",2013-12-13T00:00:00.000Z, 77% 
Fallout: New Vegas,"500,000 - 1,000,000",9.99,60c18ad2d47d95d95a206e93,Obsidian Entertainment,"Action,RPG",2010-10-19T00:00:00.000Z, 95% 
Surviving Mars,"1,000,000 - 2,000,000",29.99,60c18ad2d47d95d95a206e94,Haemimont Games,"Simulation,Strategy",2018-03-15T00:00:00.000Z, 71% 
Europa Universalis IV,"2,000,000 - 5,000,000",39.99,60c18ad2d47d95d95a206e95,Paradox Development Studio,"Simulation,Strategy",2013-08-13T00:00:00.000Z, 82% 
Slay the Spire,"2,000,000 - 5,000,000",24.99,60c18ad2d47d95d95a206e96,Mega Crit Games,"Indie,Strategy",2019-01-23T00:00:00.000Z, 96% 
PAYDAY 2,"10,000,000 - 20,000,000",9.99,60c18ad2d47d95d95a206e97,OVERKILL - a Starbreeze Studio.,"Action,RPG",2013-08-13T00:00:00.000Z, 84% 
Insurgency: Sandstorm,"1,000,000 - 2,000,000",29.99,60c18ad2d47d95d95a206e98,New World Interactive,Action,2018-12-12T00:00:00.000Z, 75% 
Deep Rock Galactic,"2,000,000 - 5,000,000",29.99,60c18ad2d47d95d95a206e99,Ghost Ship Games,"Action,Indie,Early Access",2018-02-28T00:00:00.000Z, 93% 
"No Man's Sky","5,000,000 - 10,000,000",59.99,60c18ad2d47d95d95a206e9a,Hello Games,"Action,Adventure",2016-08-12T00:00:00.000Z, 51% 
Tabletop Simulator,"2,000,000 - 5,000,000",19.99,60c18ad2d47d95d95a206e9b,Berserk Games,"Casual,Indie,RPG,Simulation,Strategy",2015-06-05T00:00:00.000Z, 93% 
Space Engineers,"2,000,000 - 5,000,000",19.99,60c18ad2d47d95d95a206e9c,Keen Software House,"Action,Indie,Simulation,Strategy",2019-02-28T00:00:00.000Z, 87% 
Blade and Sorcery,"1,000,000 - 2,000,000",19.99,60c18ad2d47d95d95a206e9d,WarpFrog,"Action,Adventure,Indie,RPG,Simulation,Early Access",2018-12-11T00:00:00.000Z, 87% 
Raft,"5,000,000 - 10,000,000",19.99,60c18ad2d47d95d95a206e9e,Redbeet Interactive,"Adventure,Indie,Simulation,Early Access",2018-05-23T00:00:00.000Z, 78% 
Factorio,"2,000,000 - 5,000,000",30,60c18ad2d47d95d95a206e9f,Wube Software LTD.,"Casual,Indie,Simulation,Strategy,Early Access",2016-02-25T00:00:00.000Z, 98% 
Total War: WARHAMMER,"2,000,000 - 5,000,000",59.99,60c18ad2d47d95d95a206ea0,"CREATIVE ASSEMBLY,Feral Interactive (Linux),Feral Interactive (Mac)","Action,Strategy",2016-05-24T00:00:00.000Z, 75% 
"Garry's Mod","20,000,000 - 50,000,000",9.99,60c18ad2d47d95d95a206ea1,Facepunch Studios,"Indie,Simulation",2006-11-29T00:00:00.000Z, 95% 
Brawlhalla,"20,000,000 - 50,000,000",0,60c18ad2d47d95d95a206ea2,Blue Mammoth Games,"Action,Free to Play,Indie",2017-10-17T00:00:00.000Z, 83% 
World of Warships,"5,000,000 - 10,000,000",0,60c18ad2d47d95d95a206ea3,Wargaming Group Limited,"Action,Free to Play,Massively Multiplayer,Simulation",2017-11-15T00:00:00.000Z, 71% 
Coming Out on Top,"50,000 - 100,000",14.99,60c18ad2d47d95d95a206ea4,Obscurasoft,"Casual,Indie,Simulation",2014-12-10T00:00:00.000Z, 94% 
"Don't Starve Together","10,000,000 - 20,000,000",14.99,60c18ad2d47d95d95a206ea5,Klei Entertainment,"Adventure,Indie,Simulation",2016-04-21T00:00:00.000Z, 96% 
Crusader Kings II,"2,000,000 - 5,000,000",39.99,60c18ad2d47d95d95a206ea6,Paradox Development Studio,"RPG,Simulation,Strategy",2012-02-14T00:00:00.000Z, 90% 
Conan Exiles,"1,000,000 - 2,000,000",39.99,60c18ad2d47d95d95a206ea7,Funcom,"Action,Adventure,Massively Multiplayer,RPG,Simulation,Strategy",2018-05-08T00:00:00.000Z, 69% 
Barotrauma,"500,000 - 1,000,000",29.99,60c18ad2d47d95d95a206ea8,"FakeFish,Undertow Games","Action,Indie,Simulation,Strategy,Early Access",2019-06-05T00:00:00.000Z, 76% 
Kingdom Come: Deliverance,"2,000,000 - 5,000,000",29.99,60c18ad2d47d95d95a206ea9,Warhorse Studios,"Action,Adventure,RPG",2018-02-13T00:00:00.000Z, 74% 
The Forest,"5,000,000 - 10,000,000",19.99,60c18ad2d47d95d95a206eaa,Endnight Games Ltd,"Action,Adventure,Indie,Simulation",2018-04-30T00:00:00.000Z, 92% 
Overcooked! 2,"1,000,000 - 2,000,000",24.99,60c18ad2d47d95d95a206eab,"Ghost Town Games Ltd.,Team17 Digital Ltd","Action,Casual,Indie",2018-08-07T00:00:00.000Z, 81% 
Warhammer: Vermintide 2,"2,000,000 - 5,000,000",29.99,60c18ad2d47d95d95a206eac,Fatshark,Action,2018-03-08T00:00:00.000Z, 75% 
Mortal Kombat 11,"1,000,000 - 2,000,000",59.99,60c18ad2d47d95d95a206ead,"NetherRealm Studios,QLOC,Shiver",Action,2019-04-23T00:00:00.000Z, 59% 
Squad,"1,000,000 - 2,000,000",39.99,60c18ad2d47d95d95a206eae,Offworld Industries,"Action,Indie,Strategy,Early Access",2015-12-14T00:00:00.000Z, 83% 
Terraria,"20,000,000 - 50,000,000",9.99,60c18ad2d47d95d95a206eaf,Re-Logic,"Action,Adventure,Indie,RPG",2011-05-16T00:00:00.000Z, 96% 
Kerbal Space Program,"2,000,000 - 5,000,000",39.99,60c18ad2d47d95d95a206eb0,Squad,"Indie,Simulation",2015-04-27T00:00:00.000Z, 90% 
Hearts of Iron IV,"2,000,000 - 5,000,000",39.99,60c18ad2d47d95d95a206eb1,Paradox Development Studio,"Simulation,Strategy",2016-06-06T00:00:00.000Z, 86% 
RimWorld,"2,000,000 - 5,000,000",34.99,60c18ad2d47d95d95a206eb2,Ludeon Studios,"Indie,Simulation,Strategy",2018-10-17T00:00:00.000Z, 97% 
Stardew Valley,"5,000,000 - 10,000,000",14.99,60c18ad2d47d95d95a206eb3,ConcernedApe,"Indie,RPG,Simulation",2016-02-26T00:00:00.000Z, 96% 
ARK: Survival Evolved,"5,000,000 - 10,000,000",49.99,60c18ad2d47d95d95a206eb4,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC","Action,Adventure,Indie,Massively Multiplayer,RPG",2017-08-27T00:00:00.000Z, 69% 
Arma 3,"5,000,000 - 10,000,000",57.98,60c18ad2d47d95d95a206eb5,Bohemia Interactive,"Action,Simulation,Strategy",2013-09-12T00:00:00.000Z, 89% 
Divinity: Original Sin 2 - Definitive Edition,"5,000,000 - 10,000,000",44.99,60c18ad2d47d95d95a206eb6,Larian Studios,"Adventure,RPG,Strategy",2017-09-14T00:00:00.000Z, 94% 
Risk of Rain 2,"5,000,000 - 10,000,000",19.99,60c18ad2d47d95d95a206eb7,Hopoo Games,"Action,Indie,Early Access",2019-03-28T00:00:00.000Z, 94% 
Team Fortress 2,"50,000,000 - 100,000,000",0,60c18ad2d47d95d95a206eb8,Valve,"Action,Free to Play",2007-10-10T00:00:00.000Z, 93% 
Beat Saber,"2,000,000 - 5,000,000",29.99,60c18ad2d47d95d95a206eb9,Beat Games,Indie,2019-05-21T00:00:00.000Z, 93% 
War Thunder,"20,000,000 - 50,000,000",0,60c18ad2d47d95d95a206eba,Gaijin Entertainment,"Action,Free to Play,Massively Multiplayer,Simulation",2013-08-15T00:00:00.000Z, 78% 
Dead by Daylight,"10,000,000 - 20,000,000",19.99,60c18ad2d47d95d95a206ebb,Behaviour Digital Inc.,Action,2016-06-14T00:00:00.000Z, 76% 
Dying Light,"5,000,000 - 10,000,000",39.99,60c18ad2d47d95d95a206ebc,Techland,"Action,RPG",2015-01-26T00:00:00.000Z, 92% 
Borderlands: The Pre-Sequel,"2,000,000 - 5,000,000",39.99,60c18ad2d47d95d95a206ebd,"2K Australia,Gearbox Software,Aspyr (Mac),Aspyr (Linux)","Action,RPG",2014-10-14T00:00:00.000Z, 80% 
Cities: Skylines,"5,000,000 - 10,000,000",29.99,60c18ad2d47d95d95a206ebe,Colossal Order Ltd.,"Simulation,Strategy",2015-03-10T00:00:00.000Z, 91% 
Stellaris,"2,000,000 - 5,000,000",39.99,60c18ad2d47d95d95a206ebf,Paradox Development Studio,"Simulation,Strategy",2016-05-09T00:00:00.000Z, 77% 
American Truck Simulator,"2,000,000 - 5,000,000",19.99,60c18ad2d47d95d95a206ec0,SCS Software,"Indie,Simulation",2016-02-02T00:00:00.000Z, 92% 
Total War: WARHAMMER II,"2,000,000 - 5,000,000",59.99,60c18ad2d47d95d95a206ec1,"CREATIVE ASSEMBLY,Feral Interactive (Mac),Feral Interactive (Linux)","Action,Strategy",2017-09-28T00:00:00.000Z, 85% 
Hell Let Loose,"1,000,000 - 2,000,000",29.99,60c18ad2d47d95d95a206ec2,Black Matter Pty Ltd,"Action,Indie,Simulation,Strategy,Early Access",2019-06-06T00:00:00.000Z, 72% 
Black Desert Online,"5,000,000 - 10,000,000",9.99,60c18ad2d47d95d95a206ec3,Pearl Abyss,"Action,Adventure,Massively Multiplayer,RPG,Simulation,Strategy",2017-05-24T00:00:00.000Z, 64% 
The Elder Scrolls V: Skyrim Special Edition,"2,000,000 - 5,000,000",39.99,60c18ad2d47d95d95a206ec4,Bethesda Game Studios,RPG,2016-10-27T00:00:00.000Z, 83% 
Fallout 4,"5,000,000 - 10,000,000",29.99,60c18ad2d47d95d95a206ec5,Bethesda Game Studios,RPG,2015-11-09T00:00:00.000Z, 70% 
Rust,"20,000,000 - 50,000,000",34.99,60c18ad2d47d95d95a206ec6,Facepunch Studios,"Action,Adventure,Indie,Massively Multiplayer,RPG",2018-02-08T00:00:00.000Z, 80% 
Grand Theft Auto V,"20,000,000 - 50,000,000",29.99,60c18ad2d47d95d95a206ec7,Rockstar North,"Action,Adventure",2015-04-14T00:00:00.000Z, 70% 
Warframe,"20,000,000 - 50,000,000",19.99,60c18ad2d47d95d95a206ec8,Digital Extremes,"Action,Free to Play",2013-03-25T00:00:00.000Z, 91% 
MORDHAU,"2,000,000 - 5,000,000",29.99,60c18ad2d47d95d95a206ec9,Triternion,"Action,Indie",2019-04-29T00:00:00.000Z, 73% 
Total War: THREE KINGDOMS,"2,000,000 - 5,000,000",59.99,60c18ad2d47d95d95a206eca,"CREATIVE ASSEMBLY,Feral Interactive (Mac),Feral Interactive (Linux)","Action,Strategy",2019-05-23T00:00:00.000Z, 83% 
FINAL FANTASY XIV Online,"2,000,000 - 5,000,000",19.99,60c18ad2d47d95d95a206ecb,Square Enix,"Massively Multiplayer,RPG",2014-02-18T00:00:00.000Z, 81% 
Borderlands 2,"10,000,000 - 20,000,000",19.99,60c18ad2d47d95d95a206ecc,"Gearbox Software,Aspyr (Mac),Aspyr (Linux)","Action,RPG",2012-09-17T00:00:00.000Z, 96% 
Path of Exile,"10,000,000 - 20,000,000",0,60c18ad2d47d95d95a206ecd,Grinding Gear Games,"Action,Adventure,Free to Play,Indie,Massively Multiplayer,RPG",2013-10-23T00:00:00.000Z, 91% 
Dota 2,"100,000,000 - 200,000,000",0,60c18ad2d47d95d95a206ece,Valve,"Action,Free to Play,Strategy",2013-07-09T00:00:00.000Z, 85% 
Counter-Strike: Global Offensive,"50,000,000 - 100,000,000",0,60c18ad2d47d95d95a206ecf,"Valve,Hidden Path Entertainment","Action,Free to Play",2012-08-21T00:00:00.000Z, 86% 
Plants vs. Zombies GOTY Edition,"2,000,000 - 5,000,000",4.99,60c18ad2d47d95d95a206ed0,"PopCap Games, Inc.",Strategy,2009-05-05T00:00:00.000Z, 96% 
Production Line : Car factory simulation,"100,000 - 200,000",24.99,60c18ad2d47d95d95a206ed1,Positech Games,"Indie,Simulation,Strategy",2019-03-07T00:00:00.000Z, 85% 
Mirror,"2,000,000 - 5,000,000",1.99,60c18ad2d47d95d95a206ed2,KAGAMI WORKs,"Adventure,Indie,RPG",2018-04-19T00:00:00.000Z, 96% 
Totally Accurate Battlegrounds,"1,000,000 - 2,000,000",4.99,60c18ad2d47d95d95a206ed3,Landfall,"Action,Indie",2018-06-05T00:00:00.000Z, 72% 
100% Orange Juice,"500,000 - 1,000,000",6.99,60c18ad2d47d95d95a206ed4,Orange_Juice,"Indie,Strategy",2013-09-10T00:00:00.000Z, 94% 
Moonlighter,"500,000 - 1,000,000",19.99,60c18ad2d47d95d95a206ed5,Digital Sun,"Action,Adventure,Indie",2018-05-29T00:00:00.000Z, 77% 
Battlerite,"2,000,000 - 5,000,000",0,60c18ad2d47d95d95a206ed6,Stunlock Studios,"Action,Free to Play",2017-11-08T00:00:00.000Z, 83% 
Yakuza Kiwami,"200,000 - 500,000",19.99,60c18ad2d47d95d95a206ed7,SEGA,"Action,Adventure,RPG",2019-02-19T00:00:00.000Z, 92% 
Firewatch,"1,000,000 - 2,000,000",19.99,60c18ad2d47d95d95a206ed8,Campo Santo,"Adventure,Indie",2016-02-09T00:00:00.000Z, 85% 
Saints Row IV,"2,000,000 - 5,000,000",14.99,60c18ad2d47d95d95a206ed9,Deep Silver Volition,"Action,Adventure",2013-08-19T00:00:00.000Z, 91% 
Lobotomy Corporation | Monster Management Simulation,"500,000 - 1,000,000",24.99,60c18ad2d47d95d95a206eda,Project Moon,"Indie,Simulation",2018-04-09T00:00:00.000Z, 89% 
911 Operator,"500,000 - 1,000,000",88.94,60c18ad2d47d95d95a206edb,Jutsu Games,"Casual,Indie,Simulation,Strategy",2017-02-24T00:00:00.000Z, 82% 
Geometry Dash,"2,000,000 - 5,000,000",3.99,60c18ad2d47d95d95a206edc,RobTop Games,"Action,Indie",2014-12-22T00:00:00.000Z, 94% 
Black Mesa,"2,000,000 - 5,000,000",19.99,60c18ad2d47d95d95a206edd,Crowbar Collective,"Action,Adventure,Indie,Early Access",2015-05-05T00:00:00.000Z, 93% 
Unturned,"20,000,000 - 50,000,000",0,60c18ad2d47d95d95a206ede,Smartly Dressed Games,"Action,Adventure,Casual,Free to Play,Indie",2017-07-07T00:00:00.000Z, 90% 
NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,"1,000,000 - 2,000,000",29.99,60c18ad2d47d95d95a206edf,CyberConnect2 Co. Ltd.,"Action,Adventure",2016-02-04T00:00:00.000Z, 82% 
Star Trek Timelines,"200,000 - 500,000",0,60c18ad2d47d95d95a206ee0,Disruptor Beam Inc.,"Adventure,Free to Play,RPG,Strategy",2016-01-14T00:00:00.000Z, 51% 
Railway Empire,"500,000 - 1,000,000",49.99,60c18ad2d47d95d95a206ee1,Gaming Minds Studios,"Simulation,Strategy",2018-01-26T00:00:00.000Z, 79% 
AdVenture Capitalist,"5,000,000 - 10,000,000",0,60c18ad2d47d95d95a206ee2,Hyper Hippo Games,"Casual,Free to Play,Indie",2015-03-30T00:00:00.000Z, 89% 
Lethal League Blaze,"200,000 - 500,000",19.99,60c18ad2d47d95d95a206ee3,Team Reptile,"Action,Indie,Sports",2018-10-24T00:00:00.000Z, 96% 
Getting Over It with Bennett Foddy,"2,000,000 - 5,000,000",7.99,60c18ad2d47d95d95a206ee4,Bennett Foddy,Action,2017-12-06T00:00:00.000Z, 79% 
Saints Row: The Third,"2,000,000 - 5,000,000",9.99,60c18ad2d47d95d95a206ee5,Volition,Action,2011-11-14T00:00:00.000Z, 95% 
Super Animal Royale,"500,000 - 1,000,000",12.99,60c18ad2d47d95d95a206ee6,Pixile,"Action,Adventure,Casual,Indie,Massively Multiplayer,Early Access",2018-12-12T00:00:00.000Z, 96% 
Workers & Resources: Soviet Republic,"200,000 - 500,000",24.99,60c18ad2d47d95d95a206ee7,3Division,"Indie,Simulation,Strategy,Early Access",2019-03-15T00:00:00.000Z, 81% 
FTL: Faster Than Light,"1,000,000 - 2,000,000",9.99,60c18ad2d47d95d95a206ee8,Subset Games,"Indie,Simulation,Strategy",2012-09-14T00:00:00.000Z, 96% 
Total War: NAPOLEON – Definitive Edition,"1,000,000 - 2,000,000",24.99,60c18ad2d47d95d95a206ee9,"CREATIVE ASSEMBLY,Feral Interactive (Mac)",Strategy,2010-02-25T00:00:00.000Z, 88% 
Green Hell,"500,000 - 1,000,000",19.99,60c18ad2d47d95d95a206eea,Creepy Jar,"Indie,Simulation,Early Access",2018-08-29T00:00:00.000Z, 83% 
Fallout Shelter,"5,000,000 - 10,000,000",0,60c18ad2d47d95d95a206eeb,Bethesda Game Studios,"Free to Play,RPG,Simulation",2017-03-29T00:00:00.000Z, 85% 
Plague Inc: Evolved,"2,000,000 - 5,000,000",14.99,60c18ad2d47d95d95a206eec,Ndemic Creations,"Casual,Indie,Simulation,Strategy",2016-02-18T00:00:00.000Z, 93% 
Grand Theft Auto: San Andreas,"5,000,000 - 10,000,000",14.99,60c18ad2d47d95d95a206eed,Rockstar Games,Action,2005-06-06T00:00:00.000Z, 88% 
Dead Cells,"2,000,000 - 5,000,000",24.99,60c18ad2d47d95d95a206eee,Motion Twin,"Action,Indie",2018-08-06T00:00:00.000Z, 94% 
Dungeon Defenders II,"2,000,000 - 5,000,000",0,60c18ad2d47d95d95a206eef,Trendy Entertainment,"Action,Free to Play,Indie,RPG,Strategy",2017-06-20T00:00:00.000Z, 73% 
Among Us,"20,000,000 - 50,000,000",4.99,60c18ad2d47d95d95a206ef0,Innersloth,Casual,2018-11-16T00:00:00.000Z, 84% 
Tales of Zestiria,"500,000 - 1,000,000",49.99,60c18ad2d47d95d95a206ef1,BANDAI NAMCO Studio Inc.,RPG,2015-10-19T00:00:00.000Z, 84% 
Fallout 2: A Post Nuclear Role Playing Game,"500,000 - 1,000,000",9.99,60c18ad2d47d95d95a206ef2,Black Isle Studios,RPG,1998-12-01T00:00:00.000Z, 93% 
Revelation Online,"200,000 - 500,000",0,60c18ad2d47d95d95a206ef3,Netease Games,"Free to Play,Massively Multiplayer,RPG",2017-02-27T00:00:00.000Z, 49% 
Bloons TD 5,"200,000 - 500,000",9.99,60c18ad2d47d95d95a206ef4,Ninja Kiwi,"Action,Strategy",2014-11-19T00:00:00.000Z, 91% 
SpeedRunners,"2,000,000 - 5,000,000",0,60c18ad2d47d95d95a206ef5,DoubleDutch Games,"Action,Casual,Indie,Racing,Sports",2016-04-19T00:00:00.000Z, 93% 
Nova Drift,"200,000 - 500,000",14.99,60c18ad2d47d95d95a206ef6,Chimeric,"Action,Indie,Early Access",2019-03-27T00:00:00.000Z, 99% 
Hand Simulator,"1,000,000 - 2,000,000",1.99,60c18ad2d47d95d95a206ef7,HFM Games,Simulation,2017-07-18T00:00:00.000Z, 78% 
Poly Bridge,"500,000 - 1,000,000",9.99,60c18ad2d47d95d95a206ef8,Dry Cactus,"Indie,Simulation",2016-07-12T00:00:00.000Z, 88% 
Counter-Strike,"10,000,000 - 20,000,000",9.99,60c18ad2d47d95d95a206ef9,Valve,Action,2000-11-01T00:00:00.000Z, 96% 
Niche - a genetics survival game,"200,000 - 500,000",17.99,60c18ad2d47d95d95a206efa,Stray Fawn Studio,"Indie,Simulation,Strategy",2016-09-15T00:00:00.000Z, 87% 
Soundpad,"1,000,000 - 2,000,000",0,60c18ad2d47d95d95a206efb,Leppsoft,"Audio Production,Utilities",2016-11-09T00:00:00.000Z, 93% 
Tomb Raider,"5,000,000 - 10,000,000",19.99,60c18ad2d47d95d95a206efc,"Crystal Dynamics,Eidos-Montréal,Feral Interactive (Mac),Feral Interactive (Linux)","Action,Adventure",2013-03-04T00:00:00.000Z, 95% 
Little Nightmares,"2,000,000 - 5,000,000",19.99,60c18ad2d47d95d95a206efd,Tarsier Studios,Adventure,2017-04-27T00:00:00.000Z, 88% 
The Legend of Heroes: Trails in the Sky,"200,000 - 500,000",19.99,60c18ad2d47d95d95a206efe,Nihon Falcom,RPG,2014-07-29T00:00:00.000Z, 91% 
圣女战旗 Banner of the Maid,"200,000 - 500,000",16.99,60c18ad2d47d95d95a206eff,Azure Flame Studio,"Indie,RPG,Strategy",2019-05-27T00:00:00.000Z, 83% 
VEGAS Pro 14 Edit Steam Edition,"0 - 20,000",598,60c18ad2d47d95d95a206f00,MAGIX Software GmbH,Video Production,2016-09-30T00:00:00.000Z, 77% 
The Legend of Heroes: Trails in the Sky SC,"100,000 - 200,000",29.99,60c18ad2d47d95d95a206f01,Nihon Falcom,RPG,2015-10-29T00:00:00.000Z, 97% 
Idling to Rule the Gods,"200,000 - 500,000",0,60c18ad2d47d95d95a206f02,Shugasu GmbH,"Casual,Indie",2016-05-27T00:00:00.000Z, 86% 
Batman: Arkham City - Game of the Year Edition,"2,000,000 - 5,000,000",19.99,60c18ad2d47d95d95a206f03,"Rocksteady Studios,Feral Interactive (Mac)","Action,Adventure",2012-09-07T00:00:00.000Z, 94% 
Batman: Arkham City - Game of the Year Edition,"2,000,000 - 5,000,000",19.99,60c18ad2d47d95d95a206f04,"Rocksteady Studios,Feral Interactive (Mac)","Action,Adventure",2012-09-07T00:00:00.000Z, 94% 
Car Mechanic Simulator 2015,"500,000 - 1,000,000",88.94,60c18ad2d47d95d95a206f05,Red Dot Games,"Racing,Simulation",2015-04-23T00:00:00.000Z, 90% 
Life is Feudal: Your Own,"200,000 - 500,000",19.99,60c18ad2d47d95d95a206f06,Bitbox Ltd.,"Action,Indie,RPG,Simulation",2015-11-17T00:00:00.000Z, 64% 
The Guild II Renaissance,"200,000 - 500,000",9.99,60c18ad2d47d95d95a206f07,Rune Forge,"Simulation,Strategy",2010-07-28T00:00:00.000Z, 78% 
METAL GEAR SURVIVE,"200,000 - 500,000",29.99,60c18ad2d47d95d95a206f08,Konami Digital Entertainment,"Action,Adventure,Strategy",2018-02-21T00:00:00.000Z, 62% 
OMSI 2: Steam Edition,"500,000 - 1,000,000",29.99,60c18ad2d47d95d95a206f09,MR-Software GbR,"Casual,Simulation",2013-12-11T00:00:00.000Z, 70% 
Tooth and Tail,"200,000 - 500,000",19.99,60c18ad2d47d95d95a206f0a,Pocketwatch Games,"Action,Casual,Indie,Strategy",2017-09-12T00:00:00.000Z, 81% 
CarX Drift Racing Online,"500,000 - 1,000,000",9.99,60c18ad2d47d95d95a206f0b,CarX Technologies,"Massively Multiplayer,Racing,Simulation,Sports",2017-11-17T00:00:00.000Z, 88% 
Orwell: Keeping an Eye On You,"1,000,000 - 2,000,000",0,60c18ad2d47d95d95a206f0c,Osmotic Studios,"Adventure,Indie,Simulation",2016-10-27T00:00:00.000Z, 92% 
Injustice: Gods Among Us Ultimate Edition,"1,000,000 - 2,000,000",19.99,60c18ad2d47d95d95a206f0d,"NetherRealm Studios,High Voltage Software",Action,2013-11-12T00:00:00.000Z, 85% 
Superflight,"200,000 - 500,000",2.99,60c18ad2d47d95d95a206f0e,GrizzlyGames,"Action,Casual,Indie,Racing,Sports",2017-11-08T00:00:00.000Z, 96% 
GROUND BRANCH,"200,000 - 500,000",19.99,60c18ad2d47d95d95a206f0f,BlackFoot Studios,"Action,Indie,Early Access",2018-08-14T00:00:00.000Z, 77% 
Metro Exodus,"1,000,000 - 2,000,000",24.99,60c18ad2d47d95d95a206f10,4A Games,Action,2019-02-14T00:00:00.000Z, 88% 
Discord Bot Maker,"200,000 - 500,000",9.99,60c18ad2d47d95d95a206f11,Robert Borghese,"Utilities,Web Publishing",2017-08-21T00:00:00.000Z, 81% 
Shakes and Fidget,"1,000,000 - 2,000,000",0,60c18ad2d47d95d95a206f12,Playa Games GmbH,"Adventure,Casual,Free to Play,Indie,Massively Multiplayer,RPG,Strategy",2016-02-24T00:00:00.000Z, 86% 
Hatred,"200,000 - 500,000",5.99,60c18ad2d47d95d95a206f13,Destructive Creations,"Action,Indie",2015-06-01T00:00:00.000Z, 77% 
天命奇御 Fate Seeker,"500,000 - 1,000,000",21.09,60c18ad2d47d95d95a206f14,甲山林娛樂股份有限公司,RPG,2018-08-07T00:00:00.000Z, 91% 
Regions Of Ruin,"200,000 - 500,000",11.99,60c18ad2d47d95d95a206f15,Vox Games,"Action,Adventure,Indie,RPG,Simulation,Strategy",2018-02-05T00:00:00.000Z, 86% 
Fury Unleashed,"50,000 - 100,000",14.99,60c18ad2d47d95d95a206f16,Awesome Games Studio,"Action,Adventure,Indie,RPG,Early Access",2017-02-24T00:00:00.000Z, 86% 
LoveBeat,"200,000 - 500,000",0,60c18ad2d47d95d95a206f17,"CRAZYDIAMOND CO., LTD.","Action,Casual,Free to Play,Massively Multiplayer",2016-01-13T00:00:00.000Z, 73% 
GUILTY GEAR XX ACCENT CORE PLUS R,"100,000 - 200,000",14.99,60c18ad2d47d95d95a206f18,Arc System Works,Action,2015-05-26T00:00:00.000Z, 92% 
Grimm,"1,000,000 - 2,000,000",3.99,60c18ad2d47d95d95a206f19,Spicyhorse Games,"Casual,Indie",2014-01-06T00:00:00.000Z, 90% 
